Datetime,month,dayofweek,hour,Temperature,Humidity,Zone A_lag1,Zone B_lag1,Zone C_lag1,Zone A_lag3,Zone B_lag3,Zone C_lag3,Zone A_lag6,Zone B_lag6,Zone C_lag6,Zone A_rollmean_1h,Zone B_rollmean_1h,Zone C_rollmean_1h,Zone A_rollstd_1h,Zone B_rollstd_1h,Zone C_rollstd_1h,Zone A,Zone B,Zone C
2017-12-27 15:20:00,12,2,15,16.27,52.1,33095.05703,27365.44952,10395.19808,34275.28517,27567.96563,10769.7479,28252.47148,22685.48635,8822.088836,32482.636246666665,27540.963484999997,10451.860743333333,218.28919135239647,55.09238748255497,95.13330996214174,32486.69202,27582.69408,10596.87875
2017-12-27 15:30:00,12,2,15,16.18,52.57,32778.70722,27604.78674,10475.87035,34433.46008,27523.7803,10712.12485,28666.1597,23002.1479,8971.908764,32423.827628333336,27533.599263333334,10447.058821666667,163.13562736007458,47.24977343356064,94.40336844307431,32425.85551,27560.60141,10447.05882
2017-12-27 15:40:00,12,2,15,16.05,55.57,32657.03422,27527.46241,10314.52581,34056.27376,27737.34274,10642.97719,29067.68061,23200.9819,8977.671068,32328.51710833333,27469.16232,10448.019206666666,166.65204650476326,167.61358911360176,92.80113948711193,32085.1711,27140.84075,10320.28812
2017-12-27 15:50:00,12,2,15,15.95,55.41,32450.19011,27446.45597,10452.82113,34031.93916,27840.44185,10902.28091,29177.18631,23432.95489,9133.253301,32225.095054999998,27432.341208333328,10403.841535000001,248.49309707949763,195.53939797160723,140.75837748303016,31829.65779,27225.5293,10187.7551
2017-12-27 16:00:00,12,2,16,15.85,56.98,32365.01901,27553.23719,10389.43577,33630.41825,28054.0043,10936.85474,29371.86312,23834.305,9329.171669,32133.84030166667,27337.220005,10380.792316666666,284.72523058961355,254.80279647262046,154.26412259784288,31817.49049,26982.50997,10251.14046
2017-12-27 16:10:00,12,2,16,15.75,57.54,32158.1749,27531.14452,10481.63265,33362.73764,27707.88585,10971.42857,30016.73004,24220.92666,9409.843938,32109.50570166667,27243.32617333333,10339.495798333333,288.44458559217094,272.2513856689681,155.0334894833922,32012.1673,26967.78153,10233.85354
2017-12-27 16:20:00,12,2,16,15.89,56.28,32486.69202,27582.69408,10596.87875,33350.57034,27556.9193,10815.84634,30880.60837,24633.32311,9588.47539,32079.087450000003,27151.88708166666,10264.585835,247.41839686876872,223.1857486584115,106.9162502531196,32304.18251,27034.05953,10147.41897
2017-12-27 16:30:00,12,2,16,15.97,54.77,32425.85551,27560.60141,10447.05882,33399.23954,27372.81375,10740.93637,31148.28897,25141.45443,9732.533013,32107.47781833333,27138.999693333328,10268.427371666667,299.46558445476103,195.36366712526117,114.89983891236884,32596.19772,27483.27708,10470.10804
2017-12-27 16:40:00,12,2,16,16.0,54.07,32085.1711,27140.84075,10320.28812,33387.07224,27380.17797,10781.27251,31525.47529,25406.56643,9905.402161,32219.011405,27223.688248333332,10354.861945,397.9283931503146,285.6117468690976,262.2703447931609,32754.37262,27648.97208,10838.89556
2017-12-27 16:50:00,12,2,16,15.92,55.47,31829.65779,27225.5293,10187.7551,33253.23194,26897.82142,10735.17407,32462.35741,25830.00921,10124.36975,32411.660328333335,27348.880024999995,10580.552221666667,448.33929194568907,419.7202860110139,532.8112268478864,32985.55133,27976.67996,11541.89676
2017-12-27 17:00:00,12,2,17,15.95,54.61,31817.49049,26982.50997,10251.14046,33265.39924,27181.34397,10481.63265,32474.52471,26043.57165,10124.36975,32695.564005000004,27613.378338333332,10963.745498333332,528.930148932569,602.7860625281834,928.4192121931507,33520.91255,28569.49985,12550.30012
2017-12-27 17:10:00,12,2,17,15.92,54.44,32012.1673,26967.78153,10233.85354,33228.89734,27199.75453,10297.2389,33180.22814,26054.61798,10320.28812,33149.80988666666,28085.915926666665,11660.984393333332,879.0737713174742,985.3611775771745,1599.1975937264508,34737.64259,29803.00706,14417.28691
2017-12-27 17:20:00,12,2,17,15.91,55.11,32304.18251,27034.05953,10147.41897,33095.05703,27365.44952,10395.19808,33679.08745,26452.28598,10619.92797,33883.90367666667,28866.523474999995,12560.864345,1586.2803398016501,1629.851715391463,2036.4850297182454,36708.74525,31717.70482,15546.69868
2017-12-27 17:30:00,12,2,17,15.83,55.34,32596.19772,27483.27708,10470.10804,32778.70722,27604.78674,10475.87035,33885.93156,26809.45075,10579.59184,35074.271230000006,29879.104021666662,13483.793516666667,2709.116212880691,2333.833039682578,2151.0399457923063,39738.40304,33558.76036,16007.68307
2017-12-27 17:40:00,12,2,17,15.74,57.81,32754.37262,27648.97208,10838.89556,32657.03422,27527.46241,10314.52581,34384.79087,26927.27831,10510.44418,36400.50697166667,30997.23841833333,14401.920766666668,3241.6909508831,2638.84718613466,1963.841083587602,40711.78707,34357.77846,16347.65906
2017-12-27 17:50:00,12,2,17,15.49,60.48,32985.55133,27976.67996,11541.89676,32450.19011,27446.45597,10452.82113,34445.62738,27133.47653,10354.86194,37667.934095000004,32115.372816666666,15201.920766666664,3123.954469299154,2521.7305394379987,1485.0675771786803,40590.11407,34685.48635,16341.89676
2017-12-27 18:00:00,12,2,18,15.39,61.32,33520.91255,28569.49985,12550.30012,32365.01901,27553.23719,10389.43577,34068.44106,27177.66186,10279.95198,38827.88339833333,33092.97330666666,15851.140454999999,2507.4254603476716,1942.6446053164607,776.3894252040111,40480.60837,34435.10279,16445.61825
2017-12-27 18:10:00,12,2,18,15.4,61.38,34737.64259,29803.00706,14417.28691,32158.1749,27531.14452,10481.63265,33910.26616,27081.92697,10573.82953,39783.016476666664,33872.353485,16243.937574999998,1544.2536438768311,1124.5203798722728,420.48246254046404,40468.44106,34479.28813,16774.06963
2017-12-27 18:20:00,12,2,18,15.36,61.88,36708.74525,31717.70482,15546.69868,32486.69202,27582.69408,10596.87875,34275.28517,27567.96563,10769.7479,40462.35741333333,34320.343665,16459.063625,376.026672929742,389.9869602415456,307.3997513099446,40784.79087,34405.6459,16837.45498
2017-12-27 18:30:00,12,2,18,15.26,62.85,39738.40304,33558.76036,16007.68307,32425.85551,27560.60141,10447.05882,34433.46008,27523.7803,10712.12485,40638.78326833333,34475.606015,16584.873949999997,147.01804759350338,113.75280370797893,230.59061557103283,40796.95817,34490.33446,16762.54502
2017-12-27 18:40:00,12,2,18,15.19,63.15,40711.78707,34357.77846,16347.65906,32085.1711,27140.84075,10320.28812,34056.27376,27737.34274,10642.97719,40598.2256,34486.65234833334,16654.02161,156.13385136442017,102.70384294649043,206.13969618871596,40468.44106,34424.05646,16762.54502
2017-12-27 18:50:00,12,2,18,15.18,63.25,40590.11407,34685.48635,16341.89676,31829.65779,27225.5293,10187.7551,34031.93916,27840.44185,10902.28091,40468.441061666665,34429.579626666666,16729.891958333334,357.7269080000763,53.447716346349374,142.11608726322638,39811.40684,34343.05002,16797.11885
2017-12-27 19:00:00,12,2,19,15.12,63.45,40480.60837,34435.10279,16445.61825,31817.49049,26982.50997,10251.14046,33630.41825,28054.0043,10936.85474,40369.074775,34408.71433166667,16795.198080000002,429.31206093952966,72.05719782076844,35.082293291678035,39884.41065,34309.91102,16837.45498
2017-12-27 19:10:00,12,2,19,15.2,60.65,40468.44106,34479.28813,16774.06963,32012.1673,26967.78153,10233.85354,33362.73764,27707.88585,10971.42857,40267.68060666667,34398.281683333335,16793.277311666665,470.970404073535,63.86101141009787,36.74645924446478,39860.07605,34416.69224,16762.54502
2017-12-27 19:20:00,12,2,19,15.12,60.08,40784.79087,34405.6459,16837.45498,32304.18251,27034.05953,10147.41897,33350.57034,27556.9193,10815.84634,40121.67300333334,34397.66799833334,16752.941178333334,410.50891634660746,63.793746493396675,82.67786289008296,39908.74525,34401.96379,16595.43818
2017-12-27 19:30:00,12,2,19,15.11,61.32,40796.95817,34490.33446,16762.54502,32596.19772,27483.27708,10470.10804,33399.23954,27372.81375,10740.93637,39943.219265,34333.84474,16704.92197,265.2824926611662,119.64878045793647,139.87097600531848,39726.23574,34107.39491,16474.42977
2017-12-27 19:40:00,12,2,19,15.06,61.95,40468.44106,34424.05646,16762.54502,32754.37262,27648.97208,10838.89556,33387.07224,27380.17797,10781.27251,39785.04436,34238.723536666665,16633.853541666667,145.27913227938595,219.11087818670643,200.09944508911252,39519.39163,33853.32924,16336.13445
2017-12-27 19:50:00,12,2,19,15.14,62.22,39811.40684,34343.05002,16797.11885,32985.55133,27976.67996,11541.89676,33253.23194,26897.82142,10735.17407,39730.291508333336,34170.60448166666,16573.34934,188.7566278912246,242.47663674995604,195.69509269131356,39482.88973,33934.33569,16434.09364
2017-12-27 20:00:00,12,2,20,15.33,61.92,39884.41065,34309.91102,16837.45498,33520.91255,28569.49985,12550.30012,33265.39924,27181.34397,10481.63265,39675.538656666664,34112.30438833333,16509.003601666667,182.65815930390227,244.32871836392084,149.50933009097076,39555.89354,33960.11046,16451.38055
2017-12-27 20:10:00,12,2,20,15.42,60.95,39860.07605,34416.69224,16762.54502,34737.64259,29803.00706,14417.28691,33228.89734,27199.75453,10297.2389,39641.06463833333,34071.18748,16472.509003333336,158.82871795205503,199.50677626407958,90.2066111447908,39653.23194,34169.99079,16543.57743
2017-12-27 20:20:00,12,2,20,15.55,59.98,39908.74525,34401.96379,16595.43818,36708.74525,31717.70482,15546.69868,33095.05703,27365.44952,10395.19808,39598.479086666666,34025.16109166667,16470.588235000003,93.53797767184261,126.39173613841945,87.13601134253105,39653.23194,34125.80546,16583.91357
2017-12-27 20:30:00,12,2,20,15.56,60.31,39726.23574,34107.39491,16474.42977,39738.40304,33558.76036,16007.68307,32778.70722,27604.78674,10475.87035,39559.94930166666,34029.45688666667,16517.647058333332,76.43802676177786,130.12846419473874,145.992291147126,39495.05703,34133.16968,16756.78271
2017-12-27 20:40:00,12,2,20,15.45,61.45,39519.39163,33853.32924,16336.13445,40711.78707,34357.77846,16347.65906,32657.03422,27527.46241,10314.52581,39517.363751666664,34028.229516666666,16575.270108333334,144.4616079075128,132.1411098471503,127.01929053796917,39263.87833,33845.96502,16681.87275
2017-12-27 20:50:00,12,2,20,15.32,62.18,39482.88973,33934.33569,16434.09364,40590.11407,34685.48635,16341.89676,32450.19011,27446.45597,10452.82113,39387.579215,33972.384165,16581.032413333334,364.2408265635604,220.8120779648299,119.9196424102001,38704.18251,33599.26358,16468.66747
2017-12-27 21:00:00,12,2,21,15.21,63.72,39555.89354,33960.11046,16451.38055,40480.60837,34435.10279,16445.61825,32365.01901,27553.23719,10389.43577,39164.51204,33830.62288833333,16565.666266666667,584.0515428755069,416.5469694580301,143.45323394845897,38217.49049,33109.5428,16359.18367
2017-12-27 21:10:00,12,2,21,15.15,63.68,39653.23194,34169.99079,16543.57743,40468.44106,34479.28813,16774.06963,32158.1749,27531.14452,10481.63265,38878.580481666664,33642.22153833333,16512.845138333334,704.4716309488891,482.7339845981328,200.29847074749475,37937.64259,33039.58269,16226.65066
2017-12-27 21:20:00,12,2,21,15.15,64.75,39653.23194,34125.80546,16583.91357,40784.79087,34405.6459,16837.45498,32486.69202,27582.69408,10596.87875,38519.64512,33361.76741166667,16438.895558333334,775.8661731708231,616.0062884919204,245.59634781801168,37499.61977,32443.0807,16140.21609
2017-12-27 21:30:00,12,2,21,15.05,66.32,39495.05703,34133.16968,16756.78271,40796.95817,34490.33446,16762.54502,32425.85551,27560.60141,10447.05882,38128.263625,33048.78797,16307.32293,777.7053135074609,622.7047534051462,252.5967337101281,37146.76806,32255.29303,15967.34694
2017-12-27 21:40:00,12,2,21,15.01,68.19,39263.87833,33845.96502,16681.87275,40468.44106,34424.05646,16762.54502,32085.1711,27140.84075,10320.28812,37688.21292666667,32703.283213333332,16147.899159999999,753.2237063084867,665.5630103573171,270.16956540218627,36623.57414,31772.93648,15725.33013
2017-12-27 21:50:00,12,2,21,14.79,68.39,38704.18251,33599.26358,16468.66747,39811.40684,34343.05002,16797.11885,31829.65779,27225.5293,10187.7551,37296.83143166667,32298.250995,16014.405761666667,729.4564640587417,745.8676229051118,277.75066910821926,36355.89354,31169.07027,15667.70708
2017-12-27 22:00:00,12,2,22,14.97,67.22,38217.49049,33109.5428,16359.18367,39884.41065,34309.91102,16837.45498,31817.49049,26982.50997,10251.14046,36933.840305,31894.446148333333,15857.863145000001,721.5424560793593,865.1127585691698,307.6444911460612,36039.54373,30686.71372,15419.92797
2017-12-27 22:10:00,12,2,22,15.26,64.12,37937.64259,33039.58269,16226.65066,39860.07605,34416.69224,16762.54502,32012.1673,26967.78153,10233.85354,36536.375158333336,31437.25069,15701.320528333332,714.8086170279051,863.7495385302309,321.12982998844086,35552.85171,30296.40994,15287.39496
2017-12-27 22:20:00,12,2,22,15.37,62.62,37499.61977,32443.0807,16140.21609,39908.74525,34401.96379,16595.43818,32304.18251,27034.05953,10147.41897,36063.878326666665,31018.10371166666,15507.322928333333,870.7231646567703,887.891288056466,352.96959510586686,34664.63878,29928.19883,14976.23049
2017-12-27 22:30:00,12,2,22,15.33,64.82,37146.76806,32255.29303,15967.34694,39726.23574,34107.39491,16474.42977,32596.19772,27483.27708,10470.10804,35526.489226666665,30527.15556833333,15313.325328333332,1046.0600194035333,881.3520857018591,369.07102000816315,33922.43346,29309.60417,14803.36134
2017-12-27 22:40:00,12,2,22,15.07,65.35,36623.57414,31772.93648,15725.33013,39519.39163,33853.32924,16336.13445,32754.37262,27648.97208,10838.89556,34910.012675,29916.538814999996,15111.64465666667,1323.3731516493901,1090.0601571139618,425.2526371947659,32924.71483,28109.23596,14515.2461
2017-12-27 22:50:00,12,2,22,15.25,64.32,36355.89354,31169.07027,15667.70708,39482.88973,33934.33569,16434.09364,32985.55133,27976.67996,11541.89676,34149.5564,29264.19146833333,14859.063625,1606.9253098909553,1334.3793086149124,475.9631303491759,31793.15589,27254.98619,14152.22089
2017-12-27 23:00:00,12,2,23,15.52,61.65,36039.54373,30686.71372,15419.92797,39555.89354,33960.11046,16451.38055,33520.91255,28569.49985,12550.30012,33293.789606666665,28567.045103333327,14585.354141666665,1759.118423130583,1522.0221891093968,554.6249659319453,30904.94297,26503.83553,13777.67107
2017-12-27 23:10:00,12,2,23,15.4,61.95,35552.85171,30296.40994,15287.39496,39653.23194,34169.99079,16543.57743,34737.64259,29803.00706,14417.28691,32393.409378333334,27835.53237,14269.387755000002,1754.1292182263048,1578.3190620634095,611.7567132992634,30150.57034,25907.33354,13391.59664
2017-12-27 23:20:00,12,2,23,15.67,61.68,34664.63878,29928.19883,14976.23049,39653.23194,34125.80546,16583.91357,36708.74525,31717.70482,15546.69868,31499.112801666663,27037.127951666665,13970.708283333333,1732.2820461742542,1518.5133513832025,634.6780616170291,29298.85932,25137.77232,13184.15366
2017-12-27 23:30:00,12,2,23,15.79,60.08,33922.43346,29309.60417,14803.36134,39495.05703,34133.16968,16756.78271,39738.40304,33558.76036,16007.68307,30671.736375000004,26232.586681666664,13683.553421666666,1515.293855071666,1342.2669490625874,568.9664607357812,28958.1749,24482.35655,13080.43217
2017-12-27 23:40:00,12,2,23,15.76,60.41,32924.71483,28109.23596,14515.2461,39263.87833,33845.96502,16681.87275,40711.78707,34357.77846,16347.65906,29955.893535,25559.374039999995,13401.20048,1224.758305563821,1220.184610781458,488.33168763937454,28629.65779,24069.96011,12821.12845
2017-12-27 23:50:00,12,2,23,15.88,60.01,31793.15589,27254.98619,14152.22089,38704.18251,33599.26358,16468.66747,40590.11407,34685.48635,16341.89676,29270.468948333335,24965.32678666666,13112.12485,1138.658243035707,1090.296447083273,467.7735357190931,27680.60837,23690.70267,12417.76711
2017-12-28 00:00:00,12,3,0,15.59,62.25,30904.94297,26503.83553,13777.67107,38217.49049,33109.5428,16359.18367,40480.60837,34435.10279,16445.61825,28609.378960000002,24371.893218333327,12831.692676666667,1151.3035402905537,1053.8122139866086,492.6742623006281,26938.40304,22943.23412,12095.07803
2017-12-28 00:10:00,12,3,0,15.46,63.79,30150.57034,25907.33354,13391.59664,37937.64259,33039.58269,16226.65066,40468.44106,34479.28813,16774.06963,28019.264891666666,23795.642834999995,12557.022808333333,1110.0263992169198,989.6422740708362,571.2233829451495,26609.88593,22449.83124,11743.57743
2017-12-28 00:20:00,12,3,0,15.37,64.72,29298.85932,25137.77232,13184.15366,37499.61977,32443.0807,16140.21609,40784.79087,34405.6459,16837.45498,27451.457540000003,23261.736729999993,12255.462185000002,1192.827834206018,984.8631897806229,646.5646767321319,25892.01521,21934.33569,11374.78992
2017-12-28 00:30:00,12,3,0,15.5,64.75,28958.1749,24482.35655,13080.43217,37146.76806,32255.29303,15967.34694,40796.95817,34490.33446,16762.54502,26851.204055,22733.353789999997,11928.931573333333,1189.1484720525277,1047.470971631095,641.3051022633263,25356.65399,21312.05891,11121.2485
2017-12-28 00:40:00,12,3,0,15.52,64.69,28629.65779,24069.96011,12821.12845,36623.57414,31772.93648,15725.33013,40468.44106,34424.05646,16762.54502,26257.03422,22186.560295,11580.312124999999,998.1043512862709,1066.330087117072,627.6910973163673,25064.63878,20789.19914,10729.41176
2017-12-28 00:50:00,12,3,0,15.59,64.82,27680.60837,23690.70267,12417.76711,36355.89354,31169.07027,15667.70708,39811.40684,34343.05002,16797.11885,25743.979720000003,21582.69407833333,11277.791116666667,907.0121933577191,1070.076849442461,578.8569192448762,24602.28137,20067.50537,10602.64106
2017-12-28 01:00:00,12,3,1,15.31,69.79,26938.40304,22943.23412,12095.07803,36039.54373,30686.71372,15419.92797,39884.41065,34309.91102,16837.45498,25259.315588333335,21044.492176666663,11012.72509,917.9984221623574,1060.9635313872047,486.5298926901456,24030.41825,19714.02271,10504.68187
2017-12-28 01:10:00,12,3,1,14.79,71.3,26609.88593,22449.83124,11743.57743,35552.85171,30296.40994,15287.39496,39860.07605,34416.69224,16762.54502,24823.320658333334,20517.950291666664,10774.549819999998,755.0166920187853,1006.5754041092426,399.13131139408205,23993.91635,19290.57993,10314.52581
2017-12-28 01:20:00,12,3,1,14.58,74.8,25892.01521,21934.33569,11374.78992,34664.63878,29928.19883,14976.23049,39908.74525,34401.96379,16595.43818,24433.96704666667,20022.706351666664,10566.146458333335,693.5325619109134,895.1526798531195,345.9431159968682,23555.89354,18962.87205,10124.36975
2017-12-28 01:30:00,12,3,1,14.67,74.6,25356.65399,21312.05891,11121.2485,33922.43346,29309.60417,14803.36134,39726.23574,34107.39491,16474.42977,24095.31052,19583.30776333333,10387.515005,647.4406379913331,774.6158862524145,270.46436649287136,23324.71483,18675.66738,10049.45978
2017-12-28 01:40:00,12,3,1,14.71,76.0,25064.63878,20789.19914,10729.41176,32924.71483,28109.23596,14515.2461,39519.39163,33853.32924,16336.13445,23770.849176666667,19182.571341666666,10277.070828333333,544.0656588496455,635.4375033360812,236.0365586797756,23117.87072,18384.78061,10066.7467
2017-12-28 01:50:00,12,3,1,14.25,81.4,24602.28137,20067.50537,10602.64106,31793.15589,27254.98619,14152.22089,39482.88973,33934.33569,16434.09364,23499.112801666666,18874.501381666665,10177.190875,443.6423080244153,564.7402982480429,193.71688772816603,22971.86312,18219.08561,10003.36134
2017-12-28 02:00:00,12,3,2,13.87,84.4,24030.41825,19714.02271,10504.68187,30904.94297,26503.83553,13777.67107,39555.89354,33960.11046,16451.38055,23280.101395,18592.81988333333,10064.8259295,453.1509531139515,476.9193872454791,158.00348009610573,22716.34981,18023.93372,9830.492197
2017-12-28 02:10:00,12,3,2,13.78,84.5,23993.91635,19290.57993,10314.52581,30150.57034,25907.33354,13391.59664,39653.23194,34169.99079,16543.57743,22979.974651666667,18339.367904999996,9954.381751833333,481.288125765874,434.0999190347407,178.78938136386537,22193.15589,17769.86806,9651.860744
2017-12-28 02:20:00,12,3,2,14.03,83.7,23555.89354,18962.87205,10124.36975,29298.85932,25137.77232,13184.15366,39653.23194,34125.80546,16583.91357,22732.57287666667,18112.30438833333,9891.9567815,506.8767474357212,397.5043121077957,172.85634102609515,22071.48289,17600.49095,9749.819928
2017-12-28 02:30:00,12,3,2,14.18,82.6,23324.71483,18675.66738,10049.45978,28958.1749,24482.35655,13080.43217,39495.05703,34133.16968,16756.78271,22503.422053333332,17910.401964999997,9845.858342833333,496.3155018428502,360.01494645411,158.75821036754147,21949.80989,17464.25284,9772.869148
2017-12-28 02:40:00,12,3,2,14.13,82.7,23117.87072,18384.78061,10066.7467,28629.65779,24069.96011,12821.12845,39263.87833,33845.96502,16681.87275,22276.29911333333,17708.499539999997,9765.186073666666,470.005453425092,379.908699414363,146.57865950300783,21755.13308,17173.36606,9582.713085
2017-12-28 02:50:00,12,3,2,14.08,83.3,22971.86312,18219.08561,10003.36134,27680.60837,23690.70267,12417.76711,38704.18251,33599.26358,16468.66747,22053.231939999998,17533.599263333334,9670.108043166665,383.51129937473735,336.96782158955733,146.20441223118613,21633.46008,17169.68395,9432.893157
2017-12-28 03:00:00,12,3,3,14.18,83.3,22716.34981,18023.93372,9830.492197,26938.40304,22943.23412,12095.07803,38217.49049,33109.5428,16359.18367,21848.415716666666,17357.471616666666,9605.762304833333,269.8472052321708,303.98274765414106,146.45779629939807,21487.45247,16967.16784,9444.417767
2017-12-28 03:10:00,12,3,3,14.13,83.5,22193.15589,17769.86806,9651.860744,26609.88593,22449.83124,11743.57743,37937.64259,33039.58269,16226.65066,21704.435996666667,17216.93771,9576.950780333334,279.4155473288587,267.97489536214334,152.4562580487315,21329.27757,16926.66462,9478.991597
2017-12-28 03:20:00,12,3,3,14.06,83.6,22071.48289,17600.49095,9749.819928,25892.01521,21934.33569,11374.78992,37499.61977,32443.0807,16140.21609,21568.567808333333,17132.249154999998,9529.891956833333,262.9563542903492,192.0554228483822,130.40729631680387,21256.27376,17092.35962,9467.466987
2017-12-28 03:30:00,12,3,3,14.01,83.6,21949.80989,17464.25284,9772.869148,25356.65399,21312.05891,11121.2485,37146.76806,32255.29303,15967.34694,21442.839036666668,17067.812211666664,9461.704681833333,221.2531393792542,102.24518137300905,71.69381868334098,21195.43726,17077.63118,9363.745498
2017-12-28 03:40:00,12,3,3,13.98,83.0,21755.13308,17173.36606,9582.713085,25064.63878,20789.19914,10729.41176,36623.57414,31772.93648,15725.33013,21302.915081666666,17010.125804999996,9407.923169333333,248.09560331366376,125.72490950569964,82.91847974992304,20915.58935,16827.24762,9260.02401
2017-12-28 03:50:00,12,3,3,13.94,82.3,21633.46008,17169.68395,9432.893157,24602.28137,20067.50537,10602.64106,36355.89354,31169.07027,15667.70708,21189.35361,16959.189935,9390.636254666666,220.9964976092094,108.94113525830328,87.36434676528403,20952.09125,16864.06873,9329.171669
2017-12-28 04:00:00,12,3,4,13.91,81.5,21487.45247,16967.16784,9444.417767,24030.41825,19714.02271,10504.68187,36039.54373,30686.71372,15419.92797,21116.349808333332,16941.393064999997,9369.507803333332,169.07732602657597,115.87832528376713,87.08518623652358,21049.42966,16860.38662,9317.647059
