date,conso_mean,conso_std,conso_max,conso_min,incident_rate,zone,cluster,risk_cluster,priority_score,complaint_proba,nb_complaints,complaints_norm,priority_score_v2
2017-03-11,30939.489361805558,6653.234582604945,43371.57447,20405.10638,0.0,Zone A,1,0,0.0,0.02,4,0.25,0.0625
2017-03-12,29463.574467916667,6545.9770509752725,42660.76596,19142.80851,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-03-13,31480.85106375,6757.147208345997,44339.74468,21483.57447,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-14,31078.29787222222,6887.567486847227,44829.95745,20993.3617,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-15,32479.82978736111,7328.930927194588,44719.65957,21128.17021,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-03-16,32600.340425694445,7275.616530649884,44780.93617,21238.46809,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-03-17,31442.382978541667,6671.927329233293,43653.44681,21128.17021,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-03-18,31103.914893888887,6706.893830648591,43114.21277,19976.17021,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-03-19,29831.40425548611,6724.773789581693,42697.53191,18738.38298,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-20,31133.702127361114,7080.662772166685,44793.19149,19841.3617,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-21,30730.127659722224,6772.311796035887,44376.51064,20662.46809,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-22,31426.468085069442,6791.728261813202,44817.70213,20392.85106,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-03-23,31182.29787222222,6799.483502959411,44560.34043,20245.78723,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-03-24,30556.42553180556,6704.509352787747,43641.19149,20012.93617,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-25,30270.808510555555,6667.833429810425,42280.85106,19767.82979,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,0,0.0,0.003472222222222222
2017-03-26,29538.382978680558,7373.018589996129,45038.29787,18003.06383,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,1,0.0625,0.019097222222222224
2017-03-27,31709.78723395833,6399.821794683903,44731.91489,22880.68085,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-03-28,30837.531914583335,6579.243866197732,44952.51064,22304.68085,0.027777777777777776,Zone A,1,0,0.01944444444444444,0.033888888888888885,2,0.125,0.04513888888888889
2017-03-29,33045.021276458334,7268.534401344434,47808.0,22905.19149,0.04861111111111111,Zone A,1,0,0.034027777777777775,0.044305555555555556,3,0.1875,0.07118055555555555
2017-03-30,32051.40425548611,6050.840317592775,44952.51064,23603.74468,0.034722222222222224,Zone A,1,0,0.024305555555555556,0.03736111111111111,4,0.25,0.0798611111111111
2017-03-31,31303.31914847222,6029.407464173384,43579.91489,23223.82979,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-01,32420.581270208335,6647.109640609292,45608.78364,23511.21636,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-02,29012.96017208333,6164.8412781893285,42483.87513,19270.26911,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-03,31676.469321805558,6462.094078576311,44914.35953,22791.99139,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-04,31584.241119444443,6393.722666794644,45187.169,22878.7944,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-05,31660.021528819445,6392.966749004454,44988.76211,22729.98924,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-06,31913.97201277778,6535.511565664104,45373.17546,22382.77718,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-07,31597.71797597222,6172.162042156974,43940.92573,22779.59096,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-08,31266.17868673611,6106.468925271928,43401.507,21179.93541,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-09,29716.34015097222,6007.523748620257,42155.26372,19803.48762,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-10,31240.861141250003,6289.071396702948,43581.31324,21006.32939,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-11,31511.302475833334,6455.2493790502895,43990.52745,20727.3197,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-12,31536.14639388889,6145.154092251556,43451.10872,21272.93864,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-13,31604.04736291667,6358.049653731287,44058.72982,21006.32939,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-14,31284.04736291667,6001.675481120413,42930.29064,21396.94295,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-15,31056.79225013889,6263.094240722731,43327.10441,20671.51776,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-16,29239.35414402778,6372.7048105757585,43128.69752,19146.2648,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-17,32091.883745972224,6557.72049159495,46204.00431,22209.17115,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-18,32152.766415694445,6311.0792814377455,45224.37029,22593.5845,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-19,32190.828848055557,6297.711788314044,44839.95694,22568.78364,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-20,28433.240042430556,5018.836049292532,39532.57266,16814.98385,0.2986111111111111,Zone A,2,1,0.5090277777777777,0.21930555555555553,7,0.4375,0.5086805555555556
2017-04-21,32530.76426291667,8015.021164721415,43860.32293,19977.09365,0.1527777777777778,Zone A,2,1,0.40694444444444444,0.1463888888888889,6,0.375,0.4201388888888889
2017-04-22,31427.77179777778,6513.724221811034,43308.50377,20454.51023,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-23,29384.1980625,7050.803226029893,42725.68353,17875.22067,0.020833333333333332,Zone A,1,0,0.014583333333333332,0.030416666666666668,3,0.1875,0.057291666666666664
2017-04-24,31442.066738333335,6517.708911677079,44722.15285,20807.9225,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-25,31831.25941881944,6794.467909450079,46824.02583,20900.92573,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-04-26,31789.451022499998,6507.996328850427,45273.97201,21105.53283,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-27,31668.719052777782,6421.903757959382,44678.75135,20894.72551,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-28,31550.22604895833,6311.8704680592755,44095.93111,21142.73412,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-04-29,31390.13993534722,6537.3423973574745,43922.32508,20187.90097,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-04-30,28888.697524166666,6341.856272426652,41553.84284,18365.03767,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,1,0.0625,0.019097222222222224
2017-05-01,29366.469945763893,6886.983764173057,44292.19672,17689.18033,0.020833333333333332,Zone A,1,0,0.014583333333333332,0.030416666666666668,3,0.1875,0.057291666666666664
2017-05-02,31934.338797708333,6557.540090350102,45664.52459,21012.98361,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-05-03,30554.666666805555,6609.061869315843,45803.01639,21063.34426,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-04,32105.704917986113,6672.860844026717,45702.29508,21012.98361,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-05,31792.262295000004,6302.153491042353,44795.80328,20962.62295,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-06,31787.45355208333,6398.70010088943,44695.08197,20408.65574,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-07,29499.19125715278,6727.622798053605,44267.01639,18671.21311,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-05-08,32498.97267784722,6582.378947039275,46356.98361,21516.59016,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-05-09,32179.84699402778,6598.237711393066,45702.29508,21818.7541,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-10,32841.61748645834,6552.103780885436,46331.80328,21201.83607,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-11,32754.448087847224,6456.311068619396,46080.0,21403.27869,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-12,32365.72677638889,6389.365554166966,45249.04918,21289.96721,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-13,31987.93442625,6362.868328220779,45047.60656,20685.63934,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-14,30132.54644819444,6879.421632860047,44544.0,19011.14754,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-15,32627.234972500002,6543.12895852069,46923.54098,21151.47541,0.0,Zone A,1,0,0.0,0.02,3,0.1875,0.046875
2017-05-16,32700.240437361106,6546.084963916396,46709.5082,21252.19672,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-17,32651.36612013889,6643.62179953871,46910.95082,21227.01639,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-18,32719.47540979167,6609.148198481442,46873.18033,21315.14754,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-19,32147.58469958333,6164.685277410432,45097.96721,21201.83607,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-20,32090.49180284722,6211.1039694358005,44619.54098,20937.44262,0.0,Zone A,1,0,0.0,0.02,3,0.1875,0.046875
2017-05-21,31507.06010972222,6045.638514188045,44443.27869,21138.88525,0.0,Zone A,1,0,0.0,0.02,3,0.1875,0.046875
2017-05-22,33288.918033125,7385.192541773566,47653.77049,19892.45902,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-23,33497.442623055555,6988.813244360762,47364.19672,20987.80328,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-05-24,33169.57377069444,7031.05728637693,47439.7377,20773.77049,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-25,33610.92896166667,7390.113871610559,47943.34426,20509.37705,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-26,33875.497267638886,7407.601412325181,48157.37705,20471.60656,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-05-27,33967.56284125,7040.863340285549,48044.06557,21063.34426,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,1,0.0625,0.019097222222222224
2017-05-28,32540.677595416666,7367.385657171319,45463.08197,20509.37705,0.027777777777777776,Zone A,1,0,0.01944444444444444,0.033888888888888885,2,0.125,0.04513888888888889
2017-05-29,34164.02185784722,6794.654925640908,46558.42623,21252.19672,0.013888888888888888,Zone A,1,0,0.00972222222222222,0.026944444444444444,0,0.0,0.006944444444444444
2017-05-30,33927.081966944446,6795.021228540562,46168.13115,21012.98361,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,0,0.0,0.003472222222222222
2017-05-31,33989.94535555555,6933.157612211997,46810.22951,21516.59016,0.020833333333333332,Zone A,1,0,0.014583333333333332,0.030416666666666668,3,0.1875,0.057291666666666664
2017-06-01,34350.55187625,6893.731748668243,46893.77483,21946.49007,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-02,34905.96026513889,7417.997537812458,47821.98675,21488.74172,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-03,35975.36423861111,7103.93166584148,48737.48344,23116.29139,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-04,32234.701986597225,7567.1401606373365,44973.77483,21081.8543,0.0,Zone A,1,0,0.0,0.02,4,0.25,0.0625
2017-06-05,34450.06622541667,6991.670615724935,46385.16556,21641.3245,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-06,34280.088300208336,7300.015614596052,46105.43046,21832.05298,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-07,34332.538631111114,7074.280393934625,46245.29801,22277.08609,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-06-08,34885.12141222222,7025.007968221337,47567.68212,22073.64238,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-09,34901.63355388889,7211.150051948132,47313.37748,22035.49669,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-10,35553.81898423611,6945.324007424331,46728.47682,22912.84768,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-11,33096.158940416666,7366.931685477461,44935.62914,21336.15894,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-12,35526.18101548611,7335.664573476421,47567.68212,21844.76821,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-13,35300.66225159723,6784.752341672661,46817.48344,20700.39735,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-14,35106.9315675,7268.2652611030935,46601.3245,22493.24503,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-15,35532.98013229167,7338.391459947429,46601.3245,21997.35099,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-06-16,35390.37527590278,6922.450339704165,46296.15894,23078.1457,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-17,35335.98234,7194.475635843258,46474.17219,22277.08609,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-18,33874.87858708334,7535.491106389764,45304.37086,22226.22517,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-19,36308.96247222222,7098.418128695749,47097.21854,23281.5894,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-20,37031.788079375,7167.489935136826,47923.70861,22925.56291,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,2,0.125,0.034722222222222224
2017-06-21,37331.47902861112,6734.266123368559,46931.92053,24247.94702,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-22,36639.20529826389,7419.786070884727,47758.4106,23307.01987,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-23,36932.362031041666,8093.331045300517,49360.5298,23014.56954,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-24,36645.29801319444,7831.864622433804,47605.82781,22912.84768,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-06-25,35451.655629166664,7986.658316705291,48089.00662,22404.23841,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-26,31291.655628888886,5348.250288543561,44528.74172,23001.8543,0.16666666666666666,Zone A,2,1,0.41666666666666663,0.15333333333333332,9,0.5625,0.4739583333333333
2017-06-27,29103.664459375002,5969.930745233509,40898.54305,19467.01987,0.013888888888888888,Zone A,1,0,0.00972222222222222,0.026944444444444444,1,0.0625,0.022569444444444444
2017-06-28,32082.472406527777,6318.8627858482605,43295.36424,19994.70199,0.0,Zone A,1,0,0.0,0.02,3,0.1875,0.046875
2017-06-29,32148.079469999997,6662.923353923644,44090.06623,21253.50993,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-06-30,32165.607064305554,6327.920541714026,44395.23179,20789.40397,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-07-01,32224.629014305556,6695.908211865432,45359.20266,20303.52159,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-07-02,31603.80952395833,6374.1963953013565,44759.60133,20979.66777,0.0,Zone A,1,0,0.0,0.02,3,0.1875,0.046875
2017-07-03,33872.95681027778,6880.179460171286,46794.4186,22057.67442,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-07-04,33084.075304513884,6869.070711799263,47158.00664,21024.31894,0.013888888888888888,Zone A,1,0,0.00972222222222222,0.026944444444444444,1,0.0625,0.022569444444444444
2017-07-05,35379.09191604167,6886.276349964965,47834.15282,22542.45847,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-07-06,36044.96124027778,7033.931996812958,47432.29236,23071.89369,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-07-07,33831.36212604167,6362.043492766827,46526.51163,22516.94352,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-07-08,34662.90143979167,6554.779732990035,47425.91362,22682.7907,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-07-09,32541.351052013884,5970.871188272039,44427.90698,21502.72425,0.013888888888888888,Zone A,1,0,0.00972222222222222,0.026944444444444444,0,0.0,0.006944444444444444
2017-07-10,35854.750830694444,6865.999566908852,48752.69103,23224.98339,0.0,Zone A,1,0,0.0,0.02,0,0.0,0.0
2017-07-11,36514.595791736116,6575.059888174876,48567.70764,23837.34219,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-07-12,36926.777409027774,6869.3035797741795,49862.59136,24105.24917,0.0,Zone A,1,0,0.0,0.02,2,0.125,0.03125
2017-07-13,36768.947951041664,6471.376187824907,48669.76744,24251.96013,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
2017-07-14,34508.34994458334,5865.91982772915,44829.76744,20730.89701,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,1,0.0625,0.019097222222222224
2017-07-15,35529.12513840278,7023.152257926362,49269.36877,23652.3588,0.006944444444444444,Zone A,1,0,0.00486111111111111,0.02347222222222222,1,0.0625,0.019097222222222224
2017-07-16,34962.34773013889,6088.264126927522,47649.16944,24704.8505,0.0,Zone A,1,0,0.0,0.02,1,0.0625,0.015625
