Datetime,Zone A,Zone B,Zone C,Zone A_incident,Zone B_incident,Zone C_incident,Temperature,Humidity
2017-01-01 14:20:00,30021.26582,18113.06991,16950.36145,0,0,0,15.72,55.86
2017-01-01 14:30:00,29911.89873,18036.47416,16823.13253,0,0,0,15.8,54.06
2017-01-01 14:40:00,29747.8481,17996.35258,16684.33735,0,0,0,15.74,55.56
2017-01-01 14:50:00,29705.31646,17952.58359,16678.55422,0,0,0,15.72,56.69
2017-01-01 15:00:00,29571.64557,17894.22492,16753.73494,0,0,0,15.64,57.26
2017-01-01 15:10:00,29553.41772,17846.80851,16805.78313,0,0,0,15.69,57.96
2017-01-01 15:20:00,29383.29114,17525.83587,16649.63855,0,0,0,15.69,58.93
2017-01-01 15:30:00,29061.26582,17547.72036,16586.0241,0,0,0,15.6,58.7
2017-01-01 15:40:00,28885.06329,17770.21277,16476.14458,0,0,0,15.39,57.6
2017-01-01 15:50:00,28854.68354,17751.97568,16296.86747,0,0,0,15.34,58.7
2017-01-01 16:00:00,28836.4557,17646.20061,16256.38554,0,0,0,15.33,59.23
2017-01-01 16:10:00,28708.86076,17514.89362,16250.60241,0,0,0,15.48,57.46
2017-01-01 16:20:00,28556.96203,17325.22796,16192.77108,0,0,0,15.54,58.3
2017-01-01 16:30:00,28514.43038,17456.53495,16343.13253,0,0,0,15.53,58.8
2017-01-01 16:40:00,28666.32911,17449.24012,16522.40964,0,0,0,15.48,57.73
2017-01-01 16:50:00,29097.72152,17627.96353,16765.3012,0,0,0,15.47,58.23
2017-01-01 17:00:00,29723.5443,17708.20669,17719.51807,0,0,0,15.44,59.07
2017-01-01 17:10:00,30871.89873,18649.24012,19408.19277,0,0,0,15.35,59.3
2017-01-01 17:20:00,32700.75949,20192.09726,21883.37349,0,0,0,15.34,59.0
2017-01-01 17:30:00,35793.41772,22238.29787,23942.16867,0,0,0,15.11,59.53
2017-01-01 17:40:00,38321.01266,23613.37386,25179.75904,0,0,0,14.93,60.83
2017-01-01 17:50:00,39129.11392,24167.78116,25520.96386,0,0,0,14.71,61.87
2017-01-01 18:00:00,39560.50633,24455.92705,25544.09639,0,0,0,14.48,63.27
2017-01-01 18:10:00,39517.97468,24463.22188,25619.27711,0,0,0,14.29,63.94
2017-01-01 18:20:00,39596.96203,24000.0,25798.55422,0,0,0,14.09,64.87
2017-01-01 18:30:00,39469.36709,24251.67173,25792.77108,0,0,0,13.89,66.11
2017-01-01 18:40:00,39682.02532,24401.21581,25734.93976,0,0,0,13.79,66.74
2017-01-01 18:50:00,39888.60759,24598.17629,25885.3012,0,0,0,13.54,66.71
2017-01-01 19:00:00,39991.89873,24477.81155,25989.39759,0,0,0,12.51,68.35
2017-01-01 19:10:00,40210.63291,24729.48328,26035.66265,0,0,0,12.06,70.2
2017-01-01 19:20:00,40216.70886,24671.12462,26191.80723,0,0,0,11.75,70.7
2017-01-01 19:30:00,40435.44304,24678.41945,26105.06024,0,0,0,11.61,70.7
2017-01-01 19:40:00,40514.43038,24842.55319,26342.16867,0,0,0,11.5,70.6
2017-01-01 19:50:00,40544.81013,24755.0152,26452.04819,0,0,0,11.43,70.7
2017-01-01 20:00:00,40283.5443,24919.14894,26469.39759,0,0,0,11.42,71.2
2017-01-01 20:10:00,40216.70886,25137.99392,26573.49398,0,0,0,11.69,71.1
2017-01-01 20:20:00,40477.97468,25437.08207,26434.6988,0,0,0,12.05,69.82
2017-01-01 20:30:00,40611.64557,25597.56839,26533.01205,0,0,0,11.87,69.98
2017-01-01 20:40:00,40435.44304,25706.99088,26515.66265,0,0,0,11.61,71.2
2017-01-01 20:50:00,40204.55696,25637.68997,26434.6988,0,0,0,11.5,72.0
2017-01-01 21:00:00,39584.81013,25396.96049,25966.26506,0,0,0,11.43,72.0
2017-01-01 21:10:00,39274.93671,25309.42249,25578.79518,0,0,0,11.29,72.2
2017-01-01 21:20:00,39141.26582,24900.91185,25607.71084,0,0,0,11.49,73.1
2017-01-01 21:30:00,38643.03797,24827.96353,25359.03614,0,0,0,12.24,70.1
2017-01-01 21:40:00,38011.13924,24455.92705,24971.56627,0,0,0,11.84,68.78
2017-01-01 21:50:00,37622.27848,24127.65957,24584.09639,0,0,0,12.2,68.78
2017-01-01 22:00:00,36953.92405,24000.0,23976.86747,0,0,0,13.1,65.44
2017-01-01 22:10:00,36394.93671,23872.34043,23415.90361,0,0,0,13.2,63.84
2017-01-01 22:20:00,35289.11392,23306.99088,22698.79518,0,0,0,13.18,63.97
2017-01-01 22:30:00,34438.48101,22975.07599,22322.89157,0,0,0,12.64,66.77
2017-01-01 22:40:00,33678.98734,22489.9696,21813.9759,0,0,0,12.39,68.04
2017-01-01 22:50:00,33077.46835,21760.48632,21264.57831,0,0,0,12.24,69.18
2017-01-01 23:00:00,32117.46835,21253.49544,20686.26506,0,0,0,12.11,69.94
2017-01-01 23:10:00,31357.97468,20768.38906,20397.10843,0,0,0,12.07,70.7
2017-01-01 23:20:00,30701.77215,20337.99392,19905.54217,0,0,0,11.99,70.8
2017-01-01 23:30:00,29681.01266,19823.70821,19252.04819,0,0,0,11.32,74.7
2017-01-01 23:40:00,28830.37975,19488.1459,18847.22892,0,0,0,11.37,74.8
2017-01-01 23:50:00,27748.86076,18962.91793,18384.57831,0,0,0,11.41,74.1
2017-01-02 00:00:00,26703.79747,18047.41641,17916.14458,0,0,0,11.01,75.8
2017-01-02 00:10:00,26169.11392,17507.59878,17349.39759,0,0,0,10.74,77.3
2017-01-02 00:20:00,25622.27848,17120.97264,16985.06024,0,0,0,10.47,78.2
2017-01-02 00:30:00,24972.1519,16785.41033,16586.0241,0,0,0,10.31,79.2
2017-01-02 00:40:00,24437.46835,16453.49544,16366.26506,0,0,0,10.63,79.3
2017-01-02 00:50:00,23914.93671,16132.5228,16106.0241,0,0,0,10.84,78.4
2017-01-02 01:00:00,23629.36709,15720.36474,15643.37349,0,0,0,10.94,78.1
2017-01-02 01:10:00,23118.98734,15304.55927,15307.95181,0,0,0,11.12,77.9
2017-01-02 01:20:00,22736.20253,15136.77812,15093.9759,0,0,0,11.02,77.5
2017-01-02 01:30:00,22049.62025,14637.08207,14972.53012,0,0,0,10.5,78.9
2017-01-02 01:40:00,21855.18987,14414.58967,14833.73494,0,0,0,10.22,79.8
2017-01-02 01:50:00,21685.06329,14250.45593,14625.54217,0,0,0,10.42,81.3
2017-01-02 02:00:00,21533.16456,14294.22492,14405.78313,0,0,0,10.86,80.0
2017-01-02 02:10:00,21107.8481,14057.14286,14342.16867,0,0,0,11.17,77.3
2017-01-02 02:20:00,20986.32911,13823.70821,14191.80723,0,0,0,11.1,75.6
2017-01-02 02:30:00,20725.06329,13783.58663,14128.19277,0,0,0,11.14,75.0
2017-01-02 02:40:00,20889.11392,13608.51064,14081.92771,0,0,0,11.21,75.2
2017-01-02 02:50:00,20433.41772,13448.02432,13844.81928,0,0,0,10.71,77.4
2017-01-02 03:00:00,20372.65823,13524.62006,13948.91566,0,0,0,10.7,77.7
2017-01-02 03:10:00,20135.6962,13480.85106,13966.26506,0,0,0,10.58,78.6
2017-01-02 03:20:00,20129.62025,13517.32523,13827.46988,0,0,0,10.59,79.5
2017-01-02 03:30:00,20117.46835,13484.49848,13746.50602,0,0,0,10.68,79.4
2017-01-02 03:40:00,20087.08861,13437.08207,13642.40964,0,0,0,10.52,79.8
2017-01-02 03:50:00,19740.75949,13353.19149,13636.62651,0,0,0,10.34,80.6
2017-01-02 04:00:00,19831.89873,13090.57751,13549.87952,0,0,0,10.18,81.7
2017-01-02 04:10:00,19989.87342,13218.23708,13503.61446,0,0,0,10.41,82.3
2017-01-02 04:20:00,20166.07595,13196.35258,13549.87952,0,0,0,10.41,81.4
2017-01-02 04:30:00,20214.68354,13280.24316,13648.19277,0,0,0,10.39,81.5
2017-01-02 04:40:00,20141.77215,13287.53799,13717.59036,0,0,0,10.16,81.9
2017-01-02 04:50:00,20056.70886,13418.84498,13659.75904,0,0,0,9.97,82.8
2017-01-02 05:00:00,20257.21519,13517.32523,13642.40964,0,0,0,10.03,83.8
2017-01-02 05:10:00,20500.25316,13612.15805,13844.81928,0,0,0,9.98,83.0
2017-01-02 05:20:00,20712.91139,13736.17021,13931.56627,0,0,0,9.74,82.8
2017-01-02 05:30:00,20810.12658,13834.65046,14081.92771,0,0,0,9.54,83.7
2017-01-02 05:40:00,21041.01266,14057.14286,14174.45783,0,0,0,9.53,83.9
2017-01-02 05:50:00,21709.36709,14706.38298,14637.10843,0,0,0,9.56,84.1
2017-01-02 06:00:00,22742.27848,15089.3617,14868.43373,0,0,0,9.58,84.5
2017-01-02 06:10:00,22948.86076,14961.70213,14729.63855,0,0,0,9.44,84.1
2017-01-02 06:20:00,23258.73418,15176.8997,14712.28916,0,0,0,9.4,84.4
2017-01-02 06:30:00,23471.39241,15545.28875,14619.75904,0,0,0,9.38,84.6
2017-01-02 06:40:00,23653.67089,15749.54407,14573.49398,0,0,0,9.16,84.7
2017-01-02 06:50:00,23769.11392,15567.17325,14423.13253,0,0,0,9.06,85.6
2017-01-02 07:00:00,23380.25316,15607.29483,14400.0,0,0,0,9.17,85.8
2017-01-02 07:10:00,23033.92405,16001.21581,13862.16867,0,0,0,9.46,86.2
2017-01-02 07:20:00,22803.03797,15964.74164,13052.53012,0,0,0,9.74,85.4
2017-01-02 07:30:00,23082.53165,15698.48024,12404.81928,0,0,0,9.8,84.4
2017-01-02 07:40:00,22803.03797,15483.28267,11919.03614,0,0,0,9.58,83.9
2017-01-02 07:50:00,22268.35443,15501.51976,11543.13253,0,0,0,9.51,83.7
2017-01-02 08:00:00,22742.27848,15537.99392,11398.55422,0,0,0,9.44,83.2
2017-01-02 08:10:00,23526.07595,15906.38298,11560.48193,0,0,0,9.18,82.5
2017-01-02 08:20:00,24340.25316,16289.3617,11774.45783,0,0,0,8.96,83.4
2017-01-02 08:30:00,24881.01266,16737.99392,12248.6747,0,0,0,8.71,83.9
2017-01-02 08:40:00,25190.88608,16891.18541,12404.81928,0,0,0,8.52,85.1
2017-01-02 08:50:00,25531.13924,17135.56231,12358.55422,0,0,0,8.43,85.4
2017-01-02 09:00:00,25980.75949,17248.63222,12636.14458,0,0,0,8.44,85.9
2017-01-02 09:10:00,23495.6962,17668.08511,13110.36145,0,0,0,8.69,86.7
2017-01-02 09:20:00,23629.36709,18102.12766,13474.6988,0,0,0,9.02,86.7
2017-01-02 09:30:00,24006.07595,18302.73556,13763.85542,0,0,0,9.17,86.9
2017-01-02 09:40:00,24771.64557,18587.23404,13925.78313,0,0,0,10.48,87.0
2017-01-02 09:50:00,25148.35443,19236.47416,14324.81928,0,0,0,11.13,83.5
2017-01-02 10:00:00,25518.98734,19393.31307,14619.75904,0,0,0,11.68,81.7
2017-01-02 10:10:00,25695.18987,19634.04255,15059.27711,0,0,0,12.22,78.0
2017-01-02 10:20:00,26351.39241,19998.78419,15238.55422,0,0,0,12.61,74.8
2017-01-02 10:30:00,26667.34177,20038.90578,15510.36145,0,0,0,13.07,72.7
2017-01-02 10:40:00,26794.93671,20119.14894,15787.95181,0,0,0,13.61,70.2
2017-01-02 10:50:00,27281.01266,20498.48024,16094.45783,0,0,0,14.0,69.22
2017-01-02 11:00:00,27645.56962,20618.84498,16325.78313,0,0,0,14.55,64.11
2017-01-02 11:10:00,27773.16456,20655.31915,16343.13253,0,0,0,14.94,58.46
2017-01-02 11:20:00,27894.68354,20808.51064,16458.79518,0,0,0,15.08,57.23
2017-01-02 11:30:00,28532.65823,21009.11854,16429.87952,0,0,0,15.18,55.83
2017-01-02 11:40:00,28818.22785,21020.06079,16655.42169,0,0,0,15.28,56.49
2017-01-02 11:50:00,28684.55696,20870.51672,16857.83133,0,0,0,15.27,55.93
2017-01-02 12:00:00,28939.74684,20757.44681,16742.16867,0,0,0,15.21,55.69
2017-01-02 12:10:00,29152.40506,20429.17933,17170.12048,0,0,0,15.18,57.2
2017-01-02 12:20:00,29674.93671,19608.51064,18373.01205,0,0,0,15.11,57.86
2017-01-02 12:30:00,29826.83544,19604.86322,19009.15663,0,0,0,15.1,58.33
2017-01-02 12:40:00,29905.82278,19706.99088,18986.0241,0,0,0,15.26,58.8
2017-01-02 12:50:00,29990.88608,19597.56839,18916.62651,0,0,0,15.15,60.87
2017-01-02 13:00:00,29966.58228,19593.92097,18997.59036,0,0,0,15.23,60.53
2017-01-02 13:10:00,29881.51899,19568.38906,19107.46988,0,0,0,15.22,60.2
2017-01-02 13:20:00,29760.0,19608.51064,19292.53012,0,0,0,15.22,59.83
2017-01-02 13:30:00,29292.1519,19728.87538,19072.77108,0,0,0,15.33,59.16
2017-01-02 13:40:00,29140.25316,19462.61398,18621.68675,0,0,0,15.41,58.13
2017-01-02 13:50:00,28872.91139,19469.90881,18586.98795,0,0,0,15.43,58.0
2017-01-02 14:00:00,28672.40506,19517.32523,18714.21687,0,0,0,15.56,56.03
2017-01-02 14:10:00,28502.27848,19914.89362,18772.04819,0,0,0,15.59,55.73
2017-01-02 14:20:00,28684.55696,19936.77812,18644.81928,0,0,0,15.47,56.29
2017-01-02 14:30:00,28617.72152,19878.41945,18517.59036,0,0,0,15.55,55.99
2017-01-02 14:40:00,28635.94937,20053.49544,18199.51807,0,0,0,15.57,56.53
2017-01-02 14:50:00,28556.96203,21669.30091,16800.0,0,0,0,15.64,55.35
2017-01-02 15:00:00,28721.01266,21559.87842,16643.85542,0,0,0,15.59,55.76
2017-01-02 15:10:00,28696.70886,21574.46809,16603.37349,0,0,0,15.58,57.03
2017-01-02 15:20:00,29049.11392,21260.79027,16649.63855,0,0,0,15.49,57.19
2017-01-02 15:30:00,29255.6962,21406.68693,16586.0241,0,0,0,15.45,57.86
2017-01-02 15:40:00,29012.65823,21275.37994,16372.04819,0,0,0,15.36,57.72
2017-01-02 15:50:00,29091.64557,20936.17021,16210.12048,0,0,0,15.38,58.02
2017-01-02 16:00:00,29030.88608,20728.26748,16111.80723,0,0,0,15.37,58.59
2017-01-02 16:10:00,29267.8481,20750.15198,16059.75904,0,0,0,15.23,59.76
2017-01-02 16:20:00,29480.50633,20611.55015,16181.20482,0,0,0,15.23,61.12
2017-01-02 16:30:00,30161.01266,20545.89666,16314.21687,0,0,0,15.24,61.63
2017-01-02 16:40:00,31011.64557,20604.25532,16406.74699,0,0,0,15.19,61.72
2017-01-02 16:50:00,31029.87342,20607.90274,17008.19277,0,0,0,15.17,61.76
2017-01-02 17:00:00,32390.88608,21198.78419,18026.0241,0,0,0,15.22,59.95
2017-01-02 17:10:00,33685.06329,22008.51064,19836.14458,0,0,0,15.17,61.92
2017-01-02 17:20:00,35659.74684,23908.81459,22791.3253,0,0,0,15.02,62.32
2017-01-02 17:30:00,38187.34177,25783.58663,24144.57831,0,0,0,14.9,61.82
2017-01-02 17:40:00,40648.10127,26764.74164,24734.45783,0,0,0,14.81,61.79
2017-01-02 17:50:00,41565.56962,27195.13678,25156.62651,0,0,0,14.68,62.05
2017-01-02 18:00:00,41644.55696,27206.07903,25497.83133,0,0,0,14.54,64.02
2017-01-02 18:10:00,41814.68354,27114.89362,25497.83133,0,0,0,14.38,64.55
2017-01-02 18:20:00,41766.07595,26888.7538,25526.74699,0,0,0,14.23,65.55
2017-01-02 18:30:00,41753.92405,26950.75988,25520.96386,0,0,0,14.11,65.79
2017-01-02 18:40:00,41808.60759,26979.93921,25382.16867,0,0,0,14.03,66.72
2017-01-02 18:50:00,41699.24051,26786.62614,25619.27711,0,0,0,13.95,67.52
2017-01-02 19:00:00,41280.0,26731.91489,25659.75904,0,0,0,13.87,68.59
2017-01-02 19:10:00,41583.79747,26888.7538,25636.62651,0,0,0,13.74,69.46
2017-01-02 19:20:00,41851.13924,27045.59271,25567.22892,0,0,0,13.55,69.9
2017-01-02 19:30:00,41608.10127,26874.16413,25538.31325,0,0,0,13.43,69.86
2017-01-02 19:40:00,41395.44304,26866.8693,25411.08434,0,0,0,13.35,69.86
2017-01-02 19:50:00,41273.92405,26739.20973,25457.3494,0,0,0,13.2,70.5
2017-01-02 20:00:00,40939.74684,26531.30699,25353.25301,0,0,0,13.42,68.89
2017-01-02 20:10:00,41249.62025,26881.45897,25723.37349,0,0,0,13.55,68.12
2017-01-02 20:20:00,41316.4557,26921.58055,25937.3494,0,0,0,13.42,68.52
2017-01-02 20:30:00,41182.78481,26859.57447,25630.84337,0,0,0,13.3,69.03
2017-01-02 20:40:00,41061.26582,26808.51064,25549.87952,0,0,0,13.33,68.72
2017-01-02 20:50:00,40830.37975,26691.79331,25659.75904,0,0,0,13.45,68.59
2017-01-02 21:00:00,40830.37975,26564.13374,25619.27711,0,0,0,13.47,66.99
2017-01-02 21:10:00,40356.4557,26316.10942,25630.84337,0,0,0,13.29,66.99
2017-01-02 21:20:00,39797.46835,26082.67477,25162.40964,0,0,0,13.15,66.42
2017-01-02 21:30:00,39116.96203,25710.6383,24879.03614,0,0,0,13.03,66.62
2017-01-02 21:40:00,38564.05063,25572.03647,24566.74699,0,0,0,12.93,67.29
2017-01-02 21:50:00,38102.27848,25003.03951,24156.14458,0,0,0,12.88,67.46
2017-01-02 22:00:00,37792.40506,24755.0152,23791.80723,0,0,0,12.86,67.76
2017-01-02 22:10:00,37117.97468,24295.44073,23323.37349,0,0,0,12.87,67.96
2017-01-02 22:20:00,36218.73418,23700.91185,23190.36145,0,0,0,12.92,68.52
2017-01-02 22:30:00,35191.89873,23401.82371,22768.19277,0,0,0,12.96,68.62
2017-01-02 22:40:00,34754.43038,22869.30091,22236.14458,0,0,0,12.88,69.33
2017-01-02 22:50:00,33909.87342,22271.12462,21727.22892,0,0,0,12.77,69.86
2017-01-02 23:00:00,32785.82278,21753.19149,21166.26506,0,0,0,12.82,70.1
2017-01-02 23:10:00,31916.96203,21136.77812,20755.66265,0,0,0,12.75,70.4
2017-01-02 23:20:00,30252.1519,20593.31307,20281.44578,0,0,0,12.54,71.5
2017-01-02 23:30:00,29346.83544,20221.2766,19755.18072,0,0,0,12.23,72.9
2017-01-02 23:40:00,28593.41772,19455.31915,19043.85542,0,0,0,12.19,72.8
2017-01-02 23:50:00,27779.24051,19079.63526,18644.81928,0,0,0,12.31,72.6
2017-01-03 00:00:00,26661.26582,18579.93921,18072.28916,0,0,0,12.08,74.0
2017-01-03 00:10:00,26150.88608,18076.59574,17644.33735,0,0,0,12.16,74.0
2017-01-03 00:20:00,25433.92405,17595.13678,17204.81928,0,0,0,12.07,74.1
2017-01-03 00:30:00,24947.8481,17190.27356,16811.56627,0,0,0,11.48,76.8
2017-01-03 00:40:00,24540.75949,16737.99392,16476.14458,0,0,0,11.45,77.7
2017-01-03 00:50:00,23884.55696,16037.68997,15984.57831,0,0,0,11.8,76.6
2017-01-03 01:00:00,23422.78481,15749.54407,15718.55422,0,0,0,12.23,75.1
2017-01-03 01:10:00,23222.27848,15578.1155,15498.79518,0,0,0,12.39,71.0
2017-01-03 01:20:00,22766.58228,15432.21884,15146.0241,0,0,0,12.42,71.4
2017-01-03 01:30:00,22365.56962,14994.52888,14972.53012,0,0,0,12.4,71.5
2017-01-03 01:40:00,22098.22785,14837.68997,14943.61446,0,0,0,11.84,73.4
2017-01-03 01:50:00,21946.32911,14710.0304,14862.6506,0,0,0,11.51,73.0
2017-01-03 02:00:00,21691.13924,14538.60182,14475.18072,0,0,0,11.35,73.6
2017-01-03 02:10:00,21575.6962,14155.6231,14266.98795,0,0,0,11.27,73.8
2017-01-03 02:20:00,21502.78481,14111.8541,14255.42169,0,0,0,11.33,74.5
2017-01-03 02:30:00,21332.65823,13940.42553,14226.50602,0,0,0,11.44,75.0
2017-01-03 02:40:00,21059.24051,13816.41337,14180.24096,0,0,0,12.26,75.5
2017-01-03 02:50:00,21065.31646,13889.3617,13983.61446,0,0,0,13.08,70.9
2017-01-03 03:00:00,20980.25316,13944.07295,13769.63855,0,0,0,12.78,71.8
2017-01-03 03:10:00,20931.64557,13706.99088,13775.42169,0,0,0,12.34,73.2
